dice_coef,loss,val_dice_coef,val_loss
0.0373559376225,-0.0373559376225,0.0209396269172,-0.0209396269172
0.0413478635252,-0.0413478635252,0.0217391112819,-0.0217391112819
0.0432536575943,-0.0432536575943,0.0228581184521,-0.0228581184521
0.0437615308911,-0.0437615308911,0.0265938878059,-0.0265938878059
0.0461175724864,-0.0461175724864,0.0306639295071,-0.0306639295071
0.0434339486063,-0.0434339486063,0.0340317415074,-0.0340317415074
0.0430808592588,-0.0430808592588,0.0356420760974,-0.0356420760974
0.0465639378875,-0.0465639378875,0.0402099289,-0.0402099289
0.046984288469,-0.046984288469,0.0371322646737,-0.0371322646737
0.0470553994179,-0.0470553994179,0.0352762253955,-0.0352762253955
0.04802265279,-0.04802265279,0.0406915839761,-0.0406915839761
0.0479338273406,-0.0479338273406,0.0328288165852,-0.0328288165852
0.0461449380964,-0.0461449380964,0.0374545007944,-0.0374545007944
0.0461190141737,-0.0461190141737,0.0228803565726,-0.0228803565726
0.0486255094409,-0.0486255094409,0.0338268734515,-0.0338268734515
0.0477593377233,-0.0477593377233,0.0377158831805,-0.0377158831805
0.0484293233603,-0.0484293233603,0.0357211630791,-0.0357211630791
0.0498853631318,-0.0498853631318,0.034233212471,-0.034233212471
0.0492362830788,-0.0492362830788,0.0395786430687,-0.0395786430687
0.0481852460653,-0.0481852460653,0.0437105625868,-0.0437105625868
0.0490035384893,-0.0490035384893,0.0388891000301,-0.0388891000301
0.0525644619018,-0.0525644619018,0.0380331788212,-0.0380331788212
0.0532869935036,-0.0532869935036,0.0367443725467,-0.0367443725467
0.052039662376,-0.052039662376,0.0209298320115,-0.0209298320115
0.050783572346,-0.050783572346,0.0209429336712,-0.0209429336712
0.0514323588461,-0.0514323588461,0.0356782538816,-0.0356782538816
0.050696978718,-0.050696978718,0.0304445378482,-0.0304445378482
0.0507693305612,-0.0507693305612,0.0232454676181,-0.0232454676181
0.0530106063932,-0.0530106063932,0.0253331882879,-0.0253331882879
0.0546875655651,-0.0546875655651,0.0475500341505,-0.0475500341505
0.0553961031139,-0.0553961031139,0.0206656714901,-0.0206656714901
0.0553793627769,-0.0553793627769,0.022826246731,-0.022826246731
0.0554472867399,-0.0554472867399,0.0331080112606,-0.0331080112606
0.0554688133299,-0.0554688133299,0.0185118958354,-0.0185118958354
0.0550431292504,-0.0550431292504,0.0226128105074,-0.0226128105074
0.0568105645478,-0.0568105645478,0.0268578941002,-0.0268578941002
0.0545191641897,-0.0545191641897,0.0310803683475,-0.0310803683475
0.057096131146,-0.057096131146,0.0431961204857,-0.0431961204857
0.056733090803,-0.056733090803,0.0576505910605,-0.0576505910605
0.0576099392027,-0.0576099392027,0.0556192338467,-0.0556192338467
0.0578895591199,-0.0578895591199,0.0587325867265,-0.0587325867265
0.0617272347212,-0.0617272347212,0.0620167080313,-0.0620167080313
0.0597331244498,-0.0597331244498,0.0590073630214,-0.0590073630214
0.0611578531563,-0.0611578531563,0.0619569670409,-0.0619569670409
0.0588544465601,-0.0588544465601,0.0483275681734,-0.0483275681734
0.0627665463835,-0.0627665463835,0.0432720702142,-0.0432720702142
0.0603237148374,-0.0603237148374,0.0629487458616,-0.0629487458616
0.0629222143441,-0.0629222143441,0.0634950481355,-0.0634950481355
0.0626232720912,-0.0626232720912,0.063587833941,-0.063587833941
0.0614182025194,-0.0614182025194,0.0641369808465,-0.0641369808465
0.0639429796487,-0.0639429796487,0.0639863491058,-0.0639863491058
0.0618737027049,-0.0618737027049,0.0623986314982,-0.0623986314982
0.0627956856042,-0.0627956856042,0.063019862771,-0.063019862771
0.0649608563632,-0.0649608563632,0.0695273675025,-0.0695273675025
0.0665416691452,-0.0665416691452,0.0367450319231,-0.0367450319231
0.068246537447,-0.068246537447,0.0352784991264,-0.0352784991264
0.066840133816,-0.066840133816,0.0484735507518,-0.0484735507518
0.0675894938409,-0.0675894938409,0.0491327110678,-0.0491327110678
0.0707900095731,-0.0707900095731,0.0621777690947,-0.0621777690947
